"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1_1"	"QC1_2"	"QC1_3"	"QC2_1"	"QC2_2"	"QC2_3"	"1"	"2"	"3"	"4"	"5"	"QC3"	"6"	"7"	"8"	"9"	"10"	"QC4"	"11"	"12"	"13"	"14"	"15"	"QC5"	"16"	"17"	"18"	"19"	"20"	"QC6"	"21"	"22"	"23"	"24"	"25"	"QC7"	"26"	"27"	"28"	"29"	"QC8"	"QC9_1"	"QC9_2"	"QC10_1"	"QC10_2"	"QC10_3"	"30"	"31"	"32"	"33"	"34"	"QC11"	"35"	"36"	"37"	"38"	"39"	"QC12"	"40"	"41"	"42"	"43"	"44"	"QC13"	"45"	"46"	"47"	"48"	"49"	"QC14"	"50"	"51"	"52"	"53"	"54"	"QC15"	"55"	"56"	"57"	"58"	"59"	"QC16"
"CHEBI:17964"	"C6H11NO2"	"OC(=O)C1CCCCN1"	"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)"	"2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester:4"	""	""	""	""	"839.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"8538.3"	"14863"	"18968"	"14532"	"17112"	"19686"	"21172"	"14824"	"25466"	"24845"	"21612"	"29083"	"26699"	"23012"	"27782"	"22029"	"28063"	"27363"	"43106"	"34222"	"31844"	"30809"	"26177"	"30569"	"NA"	"29240"	"34451"	"38851"	"25641"	"28342"	"22198"	"25369"	"27256"	"32611"	"29253"	"33656"	"27701"	"41588"	"31269"	"33151"	"30942"	"17787"	"23602"	"27812"	"25835"	"26813"	"22116"	"20113"	"30983"	"24910"	"20132"	"27972"	"24422"	"38667"	"28955"	"38342"	"21977"	"30408"	"34744"	"25499"	"31624"	"23083"	"21027"	"27621"	"26585"	"22481"	"25863"	"27086"	"20722"	"28489"	"22324"	"28201"	"40469"	"19251"	"48264"	"28034"	"24266"	"22809"	"38396"	"40444"	"32664"	"30915"
"CHEBI:18243"	"C8H11NO2"	"NCCc1ccc(O)c(O)c1"	"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2"	"Silanamine, N-[2-[3,4-bis[(trimethylsilyl)oxy]phenyl]ethyl]-1,1,1-trimethyl-N-(trimethylsilyl)-"	""	""	""	""	"843.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"72458"	"80750"	"89132"	"82376"	"74067"	"81157"	"NA"	"NA"	"90063"	"103823"	"NA"	"101666"	"111097"	"74615"	"NA"	"96183"	"NA"	"95020"	"142880"	"102103"	"115134"	"NA"	"NA"	"113190"	"106822"	"101151"	"144653"	"146802"	"98759"	"102969"	"79353"	"110501"	"94798"	"124582"	"106961"	"121385"	"100031"	"137821"	"104370"	"109566"	"97739"	"102756"	"104977"	"108143"	"106178"	"116466"	"84959"	"95106"	"134634"	"NA"	"88912"	"109738"	"85813"	"147960"	"119645"	"153232"	"85415"	"116139"	"NA"	"109349"	"NA"	"NA"	"NA"	"117552"	"NA"	"NA"	"99997"	"128481"	"NA"	"119768"	"90003"	"120929"	"150377"	"83728"	"204494"	"124293"	"104050"	"113830"	"155643"	"157380"	"137974"	"131424"
"CHEBI:16010"	"C5H7NO3"	"OC(=O)C1CCC(=O)N1"	"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)"	"Pyroglutamic acid_1731_3TMS:2"	""	""	""	""	"843.629"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"54267"	"88405"	"129381"	"117476"	"113831"	"125577"	"147176"	"102763"	"144596"	"165947"	"160944"	"178552"	"151127"	"126270"	"177592"	"140717"	"137665"	"155742"	"249366"	"171738"	"158843"	"163617"	"146373"	"174294"	"163524"	"144601"	"217628"	"243472"	"156768"	"156792"	"132567"	"162786"	"142763"	"204393"	"163943"	"NA"	"153159"	"203623"	"169571"	"164255"	"150426"	"120960"	"138587"	"134344"	"142190"	"144691"	"111371"	"121902"	"162849"	"131764"	"120451"	"153886"	"122807"	"216159"	"154594"	"223984"	"112504"	"155491"	"184654"	"140666"	"166777"	"144992"	"114524"	"155140"	"146335"	"126882"	"129690"	"143724"	"107997"	"150140"	"112007"	"150993"	"222759"	"112123"	"264309"	"153274"	"135417"	"132611"	"211037"	"225163"	"170539"	"158875"
"unknown"	""	""	""	"Unknown 91"	""	""	""	""	"844.329"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"634798"	"862024"	"1279255"	"1244964"	"1083141"	"1171422"	"1475446"	"943990"	"906071"	"1657410"	"1245687"	"1543612"	"848435"	"872110"	"1853855"	"1443994"	"1189338"	"1380608"	"2523423"	"1013832"	"901079"	"1267799"	"1049971"	"1595898"	"1478843"	"835915"	"1550326"	"2245783"	"1437560"	"1047006"	"1281842"	"1646964"	"904282"	"2016086"	"1586224"	"1609553"	"1017786"	"1360115"	"1061580"	"902700"	"1402505"	"1224679"	"1315211"	"917833"	"1004896"	"1026630"	"1200435"	"1432360"	"1084841"	"946918"	"1193556"	"1440164"	"1334139"	"2253567"	"1462680"	"1557745"	"1317918"	"1431388"	"1242185"	"1409191"	"1610328"	"1364651"	"1073332"	"1554586"	"1369243"	"1350480"	"1250902"	"1036054"	"666549"	"1033382"	"807528"	"1038442"	"2142720"	"1385489"	"2684012"	"1643885"	"1569750"	"1508225"	"2206542"	"2157305"	"1751235"	"1139687"
"unknown"	""	""	""	"Unknown 92"	""	""	""	""	"846.079"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"134154"	"173726"	"279277"	"269173"	"161482"	"264356"	"212643"	"112479"	"201134"	"215324"	"182501"	"216678"	"184277"	"156499"	"224202"	"187456"	"159661"	"192818"	"329203"	"209376"	"186773"	"179203"	"179840"	"230379"	"216862"	"192786"	"272754"	"296651"	"177991"	"205074"	"162538"	"197166"	"179454"	"241191"	"201744"	"218820"	"199854"	"273957"	"194307"	"193945"	"195004"	"148954"	"172347"	"179487"	"172688"	"175965"	"129229"	"148239"	"191862"	"155772"	"131104"	"180398"	"142618"	"260868"	"174980"	"271729"	"155977"	"191658"	"204649"	"169448"	"200241"	"141507"	"146154"	"186817"	"162042"	"139503"	"162911"	"172753"	"120357"	"183308"	"156124"	"172792"	"275157"	"146640"	"303635"	"193251"	"159756"	"170391"	"280319"	"240741"	"198727"	"206697"
"CHEBI:16828"	"C11H12N2O2"	"N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O"	"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1"	"L-Tryptophan, N,1-bis(trimethylsilyl)-, trimethylsilyl ester"	""	""	""	""	"848.279"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1945649"	"2719854"	"5189829"	"5336727"	"5056841"	"5435876"	"3581637"	"4326860"	"7488665"	"7625185"	"5232893"	"7983685"	"5477336"	"5894879"	"5374887"	"6641342"	"6452594"	"7629888"	"12244627"	"8969089"	"10176308"	"7784654"	"5557447"	"9269085"	"8140973"	"9059742"	"10970135"	"11601313"	"8360286"	"8356545"	"6669959"	"8216981"	"8815048"	"10305414"	"9204414"	"8749379"	"8584895"	"7104630"	"10540776"	"7420400"	"8619789"	"6326100"	"7345069"	"7244222"	"7822105"	"8042566"	"6657543"	"7050564"	"9810588"	"6164764"	"6820957"	"7750677"	"7181974"	"10959252"	"9820553"	"12621616"	"6189299"	"8218123"	"9404751"	"8518863"	"9245371"	"5757744"	"6918790"	"8523142"	"8313772"	"4858062"	"7765681"	"7540374"	"4766175"	"8553228"	"6860958"	"7588799"	"11010013"	"6180680"	"15526402"	"9122691"	"8171695"	"8207677"	"11545176"	"12835049"	"10084795"	"8621368"
"CHEBI:16065"	"C16H18O9"	"COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"InChI=1S/C16H18O9/c1-22-9-4-7-2-3-12(18)23-8(7)5-10(9)24-16-15(21)14(20)13(19)11(6-17)25-16/h2-5,11,13-17,19-21H,6H2,1H3/t11-,13-,14+,15-,16-/m1/s1"	"Scopolin, tetra(trimethylsilyl)-"	""	""	""	""	"858.779"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"1026973"	"1137130"	"1191356"	"1188190"	"994642"	"1190845"	"1089849"	"732759"	"1655441"	"1033857"	"1286660"	"1393359"	"1205750"	"780463"	"1809776"	"1117678"	"1131362"	"1365285"	"1846399"	"1362758"	"1335984"	"1347699"	"1227772"	"1370531"	"1387861"	"1365143"	"1397972"	"1561248"	"1322528"	"1313365"	"1006260"	"917344"	"1461133"	"1487865"	"1169320"	"1448203"	"1309166"	"1665740"	"1667568"	"1438788"	"1282733"	"1137652"	"1381080"	"1128770"	"1212118"	"1238951"	"1033614"	"887200"	"1623726"	"1160162"	"865906"	"1276012"	"931282"	"1665883"	"1425664"	"1519153"	"877259"	"1467130"	"1455929"	"1141062"	"1311806"	"1237751"	"1070510"	"1494092"	"1190796"	"1054357"	"1113988"	"1165737"	"1170042"	"1224768"	"1258776"	"1239785"	"1522819"	"1069574"	"1771952"	"1323484"	"831635"	"1264311"	"1472841"	"1324710"	"1347387"	"1343820"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:2"	""	""	""	""	"862.929"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"46504"	"48771"	"50230"	"45967"	"46144"	"49978"	"15921514"	"20575"	"NA"	"1562415"	"11302122"	"57760"	"NA"	"11199"	"142270"	"NA"	"NA"	"49561"	"17787"	"80819"	"63646"	"113826"	"98176"	"66082"	"NA"	"62267"	"21430"	"11162"	"3826589"	"8524765"	"4144652"	"2355706"	"46045"	"15479"	"22342"	"52400"	"14853"	"88087"	"7368610"	"50867"	"55112"	"53450"	"46103"	"6386955"	"40212"	"6948672"	"12339"	"11105"	"61652"	"78991"	"16984"	"48014"	"12079"	"12800"	"22022"	"7372749"	"NA"	"54779"	"96325"	"NA"	"89830"	"85556"	"73971"	"7934308"	"87825"	"82270"	"7421.5"	"72029"	"53368"	"8393427"	"46159"	"13737274"	"15968"	"7524.4"	"46480"	"9095006"	"24190"	"21711"	"3868668"	"41311"	"22320"	"9028680"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:3"	""	""	""	""	"863.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"4890308"	"5028613"	"5206046"	"5163792"	"5050392"	"5457321"	"144796"	"2935233"	"3557683"	"7557.6"	"117989"	"7159369"	"8664510"	"1534192"	"16673783"	"6578856"	"10233793"	"7288702"	"3309479"	"8650620"	"8422793"	"15485740"	"13053121"	"9237122"	"1789960"	"8092305"	"5183222"	"2824317"	"21937"	"51819"	"20378"	"10247"	"6208867"	"2787001"	"5054468"	"9131409"	"3095112"	"14515873"	"48152"	"8893357"	"9371482"	"6413272"	"6255234"	"43265"	"6538903"	"50673"	"2891967"	"1826703"	"7103600"	"10067384"	"4045782"	"7061125"	"2399151"	"3263405"	"3865193"	"33856"	"1433952"	"7813818"	"14261336"	"6173665"	"13305266"	"12797167"	"11799545"	"44222"	"12997765"	"14656185"	"1973598"	"11397389"	"8894179"	"44624"	"7719788"	"92388"	"2998752"	"2189639"	"10860776"	"52463"	"4769743"	"4124525"	"13111"	"8765065"	"4871140"	"41660"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:4"	""	""	""	""	"866.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"228619"	"260090"	"249693"	"232988"	"249529"	"225153"	"1240075"	"78950"	"323191"	"54554"	"763257"	"280441"	"565283"	"55462"	"1159545"	"511083"	"630232"	"269517"	"56289"	"482973"	"533650"	"894944"	"807429"	"331155"	"48006"	"445070"	"193076"	"51936"	"140077"	"278409"	"91316"	"34989"	"427318"	"60356"	"196113"	"290706"	"79106"	"533660"	"390741"	"399691"	"306750"	"322550"	"346370"	"384287"	"403678"	"365152"	"87100"	"99739"	"573076"	"823375"	"126043"	"371974"	"67289"	"72906"	"172122"	"331149"	"47169"	"321448"	"1043103"	"492279"	"847109"	"814161"	"712578"	"327550"	"856678"	"932915"	"70227"	"621046"	"596018"	"374332"	"383502"	"675786"	"63496"	"NA"	"364952"	"358673"	"78042"	"164068"	"90558"	"293935"	"199535"	"334173"
"CHEBI:27897"	"C11H12N2O2"	"NC(Cc1c[nH]c2ccccc12)C(O)=O"	"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)"	"Tryptophan, bis(trimethylsilyl)-"	""	""	""	""	"879.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2457954"	"1719816"	"1749282"	"1538476"	"1713863"	"1833028"	"756452"	"1112539"	"1841505"	"1468208"	"1068024"	"1491759"	"1361042"	"1641052"	"1100700"	"1850109"	"1717890"	"1479543"	"1701425"	"1248753"	"1751971"	"1669627"	"997253"	"1779686"	"1314844"	"1945662"	"1794739"	"1426780"	"1517698"	"1594829"	"1390358"	"1378237"	"1658024"	"1674658"	"1431566"	"1520299"	"1511551"	"1758250"	"2061740"	"1431124"	"1593653"	"1241797"	"1314888"	"1622361"	"1206893"	"1341263"	"1215430"	"1187500"	"1463628"	"1046253"	"1060043"	"1410870"	"1197761"	"1581214"	"1413807"	"2019145"	"1352039"	"1641968"	"1460908"	"1432545"	"1502535"	"1472488"	"1215205"	"1409218"	"1379640"	"1053473"	"1313349"	"1311064"	"1021887"	"1567668"	"1428708"	"1604810"	"1474364"	"1322099"	"1355900"	"1299824"	"828583"	"1408799"	"1334809"	"1537502"	"1581757"	"1826519"
"CHEBI:17716"	"C12H22O11"	"OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O"	"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11?,12+/m1/s1"	"Lactose_2567_8TMS"	""	""	""	""	"879.429"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"457367"	"336608"	"474107"	"432072"	"424930"	"607902"	"653264"	"239673"	"664223"	"333502"	"614420"	"375210"	"600142"	"542253"	"655260"	"761705"	"724726"	"413205"	"347056"	"463600"	"634287"	"609379"	"662126"	"577339"	"417507"	"798579"	"554555"	"391274"	"452842"	"601649"	"262627"	"NA"	"683101"	"539804"	"369850"	"445912"	"410500"	"744228"	"872353"	"603232"	"569056"	"328596"	"372944"	"562328"	"377435"	"505228"	"367644"	"284631"	"606624"	"626879"	"293997"	"423273"	"NA"	"478249"	"395031"	"599619"	"282987"	"614078"	"520256"	"489171"	"350437"	"723945"	"480624"	"459907"	"564282"	"483433"	"418806"	"553624"	"472628"	"628669"	"532338"	"606275"	"297751"	"474517"	"456129"	"374449"	"106902"	"542447"	"437111"	"451311"	"587629"	"896909"
"unknown"	""	""	""	"Unknown 93"	""	""	""	""	"884.029"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"2151713"	"1904511"	"2515703"	"2430120"	"2073883"	"2642356"	"4334248"	"2351266"	"2856589"	"2323900"	"4450047"	"3071734"	"2973564"	"2142919"	"3667570"	"3600764"	"3513810"	"2974213"	"5871459"	"2456591"	"2520437"	"3399033"	"3445940"	"3533929"	"4489040"	"2592353"	"2912465"	"4945156"	"5867491"	"3740344"	"2135814"	"1969987"	"2936588"	"5934107"	"2996822"	"3561517"	"4870956"	"3233940"	"2542584"	"2481989"	"3209970"	"2938918"	"3155529"	"3331041"	"3010859"	"3438463"	"2869303"	"2403607"	"2442072"	"2869761"	"2747309"	"2699426"	"2335290"	"5020906"	"5035548"	"2049928"	"1818990"	"2924955"	"3872125"	"2081443"	"2309783"	"2906473"	"2126188"	"2597584"	"2693535"	"2797898"	"3791679"	"1919807"	"2110669"	"2973655"	"1640281"	"3309358"	"4256200"	"2768067"	"2975245"	"2674941"	"2840653"	"4916896"	"5132367"	"2363645"	"2346990"	"2967852"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:5"	""	""	""	""	"894.379"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"10005497"	"9640241"	"10106355"	"10407299"	"10521952"	"10745500"	"30233042"	"2431641"	"11686914"	"1681820"	"24686598"	"14703697"	"21515091"	"1315469"	"33107590"	"17762623"	"22825707"	"15108479"	"3685019"	"21400746"	"19426338"	"31084713"	"30294946"	"17786811"	"2646897"	"20481506"	"9823129"	"3607496"	"6273682"	"17144705"	"4026888"	"2151797"	"17579340"	"3225588"	"9311867"	"24211852"	"4409225"	"39524817"	"24190375"	"28740588"	"22382846"	"11980414"	"13748510"	"13588139"	"14328552"	"13921670"	"3304331"	"1608615"	"22902400"	"32402278"	"3969384"	"15224579"	"2569540"	"3872322"	"6279177"	"15409599"	"1430392"	"16234796"	"37684831"	"22942872"	"35575761"	"33886285"	"30236469"	"16576714"	"35378235"	"37590107"	"3311598"	"29535659"	"25678132"	"22784624"	"23916299"	"34467838"	"3701944"	"2850615"	"23657180"	"21974394"	"4354315"	"9247056"	"4960354"	"21037739"	"9218777"	"23257119"
"CHEBI:16343"	"C8H11NO"	"NCC(O)c1ccccc1"	"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2"	"Phenylethanolamine triTMS"	""	""	""	""	"895.979"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"4439257"	"5016934"	"5485936"	"5403143"	"6023457"	"5424429"	"18112444"	"3013853"	"5213209"	"1731153"	"13331338"	"6580860"	"9371743"	"2019525"	"14248974"	"6957390"	"8969137"	"5823680"	"4116865"	"8164203"	"8619049"	"11285080"	"10591471"	"6300587"	"2666924"	"6569053"	"4116037"	"3524020"	"3324675"	"5245197"	"2904729"	"2124559"	"4301359"	"2635773"	"3824519"	"579059"	"3518439"	"7141344"	"4748088"	"5191182"	"4409987"	"4884847"	"5308270"	"5237763"	"5896767"	"5184610"	"3493530"	"1789287"	"4845518"	"7415237"	"2486143"	"5218041"	"2048332"	"3030387"	"3180662"	"5729388"	"2021424"	"4637095"	"8705451"	"4802066"	"7735530"	"6911750"	"6231882"	"4099064"	"6975393"	"6538353"	"2912737"	"5327171"	"565319"	"4804274"	"4986702"	"5968267"	"3155694"	"2300799"	"5025459"	"4001488"	"2970476"	"2225142"	"3954631"	"4056639"	"698339"	"2452817"
"unknown"	""	""	""	"Unknown 94"	""	""	""	""	"896.279"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"214213"	"315503"	"390622"	"421028"	"516327"	"378968"	"NA"	"NA"	"871255"	"NA"	"NA"	"578395"	"825300"	"623392"	"NA"	"772511"	"NA"	"518142"	"NA"	"969504"	"940987"	"NA"	"NA"	"574951"	"959896"	"908493"	"800255"	"1231709"	"248583"	"524469"	"NA"	"692319"	"774814"	"NA"	"802422"	"5433306"	"890411"	"NA"	"NA"	"804278"	"545269"	"438053"	"446978"	"465572"	"536317"	"469581"	"840640"	"166256"	"NA"	"797567"	"NA"	"467450"	"NA"	"NA"	"NA"	"NA"	"605499"	"480165"	"NA"	"753795"	"NA"	"NA"	"NA"	"416069"	"844410"	"733682"	"838366"	"NA"	"1877077"	"585247"	"862341"	"NA"	"1116734"	"652020"	"NA"	"442409"	"654584"	"NA"	"986531"	"NA"	"2541748"	"478465"
"unknown"	""	""	""	"Unknown 95"	""	""	""	""	"909.129"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"48669"	"38137"	"36958"	"55756"	"38844"	"52117"	"106661"	"61936"	"120129"	"66558"	"60442"	"92382"	"73647"	"48330"	"103240"	"65195"	"83209"	"93420"	"65151"	"125326"	"86508"	"117227"	"99110"	"74962"	"97405"	"99013"	"69486"	"109965"	"78077"	"79056"	"54433"	"69015"	"92730"	"87711"	"78453"	"94421"	"78009"	"94837"	"88305"	"79954"	"87260"	"67141"	"59419"	"77971"	"71233"	"88033"	"95739"	"65310"	"81551"	"89424"	"44839"	"82205"	"66743"	"55308"	"116448"	"87173"	"59249"	"101296"	"102895"	"75853"	"106235"	"83509"	"81559"	"78232"	"102369"	"84112"	"104117"	"97239"	"71739"	"72505"	"80517"	"98296"	"85614"	"70395"	"74446"	"85109"	"72217"	"102054"	"89945"	"78728"	"80124"	"94331"
"unknown"	""	""	""	"Unknown 96"	""	""	""	""	"911.579"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"NA"	"58487"	"110981"	"115957"	"130811"	"127362"	"165601"	"106580"	"199838"	"190706"	"196203"	"233673"	"205743"	"124523"	"178466"	"160968"	"175233"	"211670"	"332564"	"246938"	"308513"	"197922"	"157436"	"232456"	"224160"	"223244"	"235309"	"321929"	"189293"	"201284"	"153609"	"164800"	"147872"	"239339"	"177575"	"217989"	"174663"	"233371"	"269631"	"207863"	"165271"	"91244"	"119913"	"115586"	"156327"	"135286"	"120013"	"86907"	"201132"	"123310"	"88751"	"135035"	"109024"	"230838"	"171226"	"191119"	"105069"	"155667"	"158598"	"133174"	"169717"	"115575"	"113188"	"141458"	"123232"	"81634"	"123335"	"126274"	"95304"	"133425"	"96605"	"123662"	"228461"	"99676"	"243931"	"159706"	"122764"	"99586"	"192211"	"165182"	"134384"	"135549"
"CHEBI:16000"	"C2H7NO"	"NCCO"	"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2"	"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-N-[2-[(trimethylsilyl)oxy]ethyl]-:6"	""	""	""	""	"919.529"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"5695665"	"6533037"	"6775986"	"6448202"	"6025767"	"6500659"	"23191228"	"1942441"	"6888175"	"631017"	"17042828"	"7178096"	"13266774"	"528130"	"20022896"	"9572919"	"11247563"	"6114325"	"1745309"	"10377345"	"9739045"	"15179653"	"15459989"	"6031596"	"837583"	"7779636"	"2929050"	"1038837"	"1829800"	"5304104"	"877869"	"372327"	"5984866"	"869128"	"2488100"	"5290747"	"1133966"	"10333028"	"5155918"	"6176806"	"3908875"	"5173855"	"5029468"	"5625524"	"5336589"	"5201168"	"594505"	"470681"	"7331162"	"9394262"	"1547718"	"5449028"	"363512"	"1205810"	"1838522"	"5592099"	"254156"	"4756936"	"9979083"	"4537774"	"8776880"	"7768558"	"7315518"	"4071373"	"8103594"	"7829714"	"589737"	"5535588"	"4579373"	"3394094"	"3245116"	"7335809"	"511766"	"282030"	"3758757"	"3224671"	"613972"	"1130361"	"902718"	"3240485"	"1959873"	"3150868"
"CHEBI:17596"	"C10H12N4O5"	"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(O)ncnc12"	"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1"	"Inosine_2818_4TMS"	""	""	""	""	"923.679"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/562"	"Escherichia coli"	""	""	""	""	""	""	""	""	""	"4352219"	"5710686"	"4682687"	"5416808"	"4654973"	"5245205"	"2928926"	"2824508"	"7698033"	"3368255"	"3053752"	"5560604"	"4886342"	"2908427"	"4305268"	"5294390"	"7609990"	"6685811"	"3837269"	"10192247"	"7115418"	"11631348"	"5227644"	"6875289"	"3299371"	"7953160"	"6285992"	"4691464"	"3761891"	"5246525"	"3257035"	"2912158"	"6262256"	"5236940"	"5723524"	"5342228"	"3115171"	"4163285"	"8139564"	"5182487"	"5661162"	"4619697"	"4999303"	"5157997"	"4321486"	"5083777"	"3721857"	"3899395"	"7330353"	"4344447"	"3533928"	"5566716"	"3917191"	"4113461"	"4567174"	"7012457"	"2675546"	"5147763"	"7617564"	"6782790"	"7965851"	"3823253"	"8492472"	"5291827"	"6533544"	"4034044"	"4054301"	"5567885"	"3463458"	"6481530"	"6072949"	"8828221"	"4546941"	"2652369"	"8749521"	"5738090"	"3188246"	"3407620"	"4125790"	"7751551"	"4314298"	"5657306"
